Date,INFY_Close,INFY_Volume,WIPRO_Close,WIPRO_Volume,HCLTECH_Close,HCLTECH_Volume,TCS_Close,TCS_Volume,INFY_Return,WIPRO_Return,HCLTECH_Return,TCS_Return,Tech_Sector_Return,INFY_Cumulative,WIPRO_Cumulative,HCLTECH_Cumulative,TCS_Cumulative,Tech_Sector_Cumulative,INFY_Volatility,WIPRO_Volatility,HCLTECH_Volatility,TCS_Volatility,Tech_Sector_Volatility,Tech_Sector_Volume
2004-09-14,1701.1,1885261,600.9,1127306,347.75,687803,1015.65,1916934,0.01506698093504788,0.01951136749236504,0.02520636792452824,0.012107623318385663,0.017973084917581705,1.1081723722354324,1.0632575422454218,1.0925227772541624,1.0280378561668102,1.0729592872912768,,,,,,1404326.0
2004-09-15,1701.0,1341254,589.15,1271640,344.3,2715828,1006.1,1498536,-5.878549174054282e-05,-0.019554002329838616,-0.009920920201293981,-0.009402845468419185,-0.009734138372823081,1.1081072277775972,1.0424666017871362,1.0816839459629277,1.0183713750695886,1.062514953120378,,,,,,1706814.5
2004-09-16,1694.95,1042503,590.45,644424,350.65,880809,1008.45,919778,-0.0035567313345090668,0.0022065687855385985,0.018443218123729288,0.0023357519133286875,0.004857201872021877,1.1041659880785646,1.0447668760506061,1.1016336789192582,1.0207500379573866,1.0676758027397255,,,,,,871878.5
2004-09-17,1689.7,1274255,592.5,685120,352.15,739878,1024.5,1828487,-0.003097436502551676,0.003471928190363238,0.004277769855981717,0.015915513907481804,0.005141943862818771,1.100745904042214,1.048394231619924,1.1063462142632732,1.03699579938256,1.0731657317811032,,,,,,1131935.0
2004-09-20,1657.5,1301464,580.9,1236019,345.55,662692,1022.9,1069028,-0.019056637272888755,-0.019578059071730047,-0.018742013346585207,-0.001561737432894117,-0.014734611781024531,1.0797693886192636,1.0278687074228081,1.0856110587496068,1.0353762842249103,1.0573530513466096,,,,,,1067300.75
2004-09-21,1676.15,1731176,599.25,1557433,358.95,1385540,1045.8,1737135,0.011251885369532477,0.03158891375451889,0.03877875850094048,0.022387330139798545,0.026001721941197597,1.0919188300055378,1.060337963372556,1.1277097078228082,1.0585555949187713,1.084846051381401,,,,,,1602821.0
2004-09-22,1663.5,1448519,606.15,1171587,357.35,399423,1052.05,1921448,-0.007547057244280064,0.011514392991238909,-0.004457445326647047,0.005976286096768035,0.0013715441292699582,1.0836780560893786,1.0725471113863576,1.122683003455859,1.0648818260033404,1.086333965614335,,,,,,1235244.25
2004-09-23,1630.3,1443194,593.15,752924,350.85,514290,1030.25,1977460,-0.019957920048091382,-0.021446836591602736,-0.018189450118931028,-0.020721448600351633,-0.020078913839744195,1.0620500960880757,1.0495443687516588,1.102262016965127,1.0428159319803636,1.0645215595175772,,,,,,1171967.0
2004-09-24,1613.95,1298481,582.75,949436,349.0,549793,1028.8,1010401,-0.010028829049868015,-0.01753350754446592,-0.005272908650420516,-0.0014074253821888538,-0.008560667656735826,1.0513989772320125,1.0311421746438998,1.0964498900408415,1.0413482463687436,1.0554085442331171,,,,,,952027.75
2004-09-27,1639.7,1041986,577.0,953371,347.65,254409,1020.75,1028689,0.015954645435112713,-0.009867009867009835,-0.003868194842406969,-0.007824650077760453,-0.001401302338016136,1.0681736751245894,1.0209678846323984,1.092208608231228,1.0332000607318186,1.053929597772521,,,,,,819613.75
2004-09-28,1611.9,1138053,571.05,1067485,342.65,302288,1015.55,792427,-0.016954320912362042,-0.010311958405545996,-0.014382281029771349,-0.005094293411707085,-0.011685713439846618,1.05006351584639,1.0104397062726709,1.076500157084511,1.027936636469457,1.0416136785071786,,,,,,825063.25
2004-09-29,1639.9,1312076,584.05,977893,349.7,634956,1031.0,1467147,0.017370804640486348,0.022765081866736647,0.020574930687290216,0.01521343114568463,0.01898106208504946,1.0683039640402598,1.0334424489073695,1.0986490732013818,1.0435750797105119,1.06138461240756,,,,,,1098018.0
2004-09-30,1695.5,2153878,596.8,1317632,356.2,524926,1027.1,1565179,0.03390450637233977,0.021830322746340114,0.018587360594795488,-0.003782735208535448,0.01763486362623498,1.1045242825966586,1.0560028311067855,1.1190700596921137,1.0396275115137408,1.0801019853023517,,,,,,1390403.75
2004-10-01,1703.25,1303286,604.45,996577,371.7,930481,1047.7,1371111,0.004570923031554042,0.012818364611260291,0.04351487928130271,0.020056469671891897,0.020240159149002235,1.1095729780788903,1.0695390604264354,1.1677662582469364,1.0604787691684805,1.1019634213820246,,,,,,1150363.75
2004-10-04,1727.9,1133021,628.0,1299941,370.3,595221,1076.5,1891228,0.01447233230588596,0.03896103896103886,-0.0037664783427494575,0.027488784957526047,0.019288919470425353,1.1256310869352795,1.1112094134300627,1.1633678919258557,1.0896300420061749,1.1232191050764169,,,,,,1229852.75
2004-10-05,1720.5,867793,637.15,1096228,372.15,391393,1080.7,1792661,-0.004282655246252709,0.014570063694267388,0.004995949230353736,0.0039015327450069304,0.004796222605843836,1.120810397055471,1.1273998053614083,1.169180018850141,1.0938812692950053,1.1286063139395,,,,,,1037018.75
2004-10-06,1685.85,1840190,622.0,666931,369.95,982794,1081.6,2208833,-0.02013949433304274,-0.02377776033900958,-0.005911594787048169,0.0008327935597296499,-0.01224901397484271,1.098237842415557,1.1005927629832786,1.1622683003455856,1.094792246571183,1.1147819994279593,,,,,,1424687.0
2004-10-07,1705.5,964506,632.45,692404,375.3,574776,1097.1,1260016,0.011655841267016687,0.016800643086816835,0.014461413704554671,0.014330621301775093,0.014312129840040821,1.1110387283801837,1.1190834291780942,1.1790763430725728,1.1104812996609141,1.1307369041471125,,,,,,872925.5
2004-10-08,1708.05,1265508,637.9,737994,388.8,1292242,1098.05,1069865,0.0014951627088830577,0.008617281998576809,0.03597122302158273,0.0008659192416371475,0.011737396742669937,1.1126999120549825,1.1287268866672562,1.2214891611687084,1.1114428867857689,1.1440088118026654,,,,,,1091402.25
2004-10-09,1699.35,164379,636.7,106205,386.0,105544,1100.65,258539,-0.005093527707034418,-0.0018811725975856897,-0.007201646090534974,0.0023678338873458493,-0.002952128126952308,1.1070323442233156,1.1266035565778996,1.212692428526547,1.1140745989169496,1.1406315512118614,,,,,,158666.75
2004-10-11,1686.55,920129,631.2,813030,386.9,599980,1089.3,1166507,-0.007532291758613585,-0.008638291188942993,0.002331606217616411,-0.010312088311452472,-0.00603776626034816,1.0986938536204036,1.116871627001681,1.2155199497329559,1.1025861632673721,1.1337446845164658,,,,,,874911.5
2004-10-12,1711.35,2285424,627.7,1389385,390.2,901696,1084.45,1950064,0.014704574427084838,-0.005544993662864428,0.00852933574567083,-0.004452400624254005,0.0033091289714093086,1.1148496791635456,1.1106785809077235,1.2258875274897891,1.0976770079457467,1.1374963918981806,,,,,,1631642.25
2004-10-14,1814.5,3106236,659.85,2120098,399.95,857603,1116.2,2403248,0.06027405264849395,0.05121873506452124,0.024987186058431643,0.02927751394716216,0.04143937192965225,1.1820461874206056,1.1675661328850746,1.2565190072258872,1.1298142618553575,1.1846335279506868,,,,,,2121796.25
2004-10-15,1786.75,1098243,649.65,2089324,397.05,938883,1126.0,2224968,-0.015293469275282412,-0.015458058649693185,-0.007250906363295395,0.008779788568356928,-0.007305661429978516,1.1639686003713239,1.1495178271255417,1.2474081055607913,1.1397337921959618,1.175978996476878,,,,,,1587854.5
2004-10-18,1761.2,1587554,637.9,1311277,392.3,310774,1137.25,1711668,-0.01429970617042109,-0.0180866620487955,-0.011963228812492122,0.009991119005328564,-0.008589619506595036,1.1473241913944177,1.1287268866672564,1.2324850769714102,1.1511210081481862,1.1658777843493942,,,,,,1230318.25
2004-10-19,1767.85,1951378,651.95,1036276,395.4,310141,1143.2,1470891,0.003775834658187538,0.022025395830067573,0.007902115727759229,0.005231919103099614,0.009733816329778489,1.1516562978404616,1.1535875431301426,1.2422243166823745,1.157143580140696,1.17722622456522,,,,,,1192171.5
2004-10-20,1758.8,1637043,646.8,714947,386.8,522784,1133.25,900854,-0.005119212602879175,-0.00789937878671687,-0.021750126454223473,-0.008703638908327593,-0.010868089188036778,1.1457607244063717,1.1444749181633194,1.2152057807100216,1.147072220254062,1.1644320249621494,,,,,,943907.0
2004-10-21,1779.75,1363393,641.1,759130,374.95,849772,1125.55,801690,0.011911530589038044,-0.008812615955473002,-0.030635987590486136,-0.006794617251268509,-0.0085829225520474,1.1594084883228566,1.1343891002388746,1.1779767514923023,1.1392783035578729,1.1544377950747755,,,,,,943496.25
2004-10-25,1820.3,1996371,634.3,465377,367.0,871864,1117.35,1173784,0.022784098890293647,-0.010606769614724842,-0.021202827043605765,-0.007285327173381928,-0.004077706235354722,1.1858245659750504,1.122356896399186,1.1530003141690224,1.1309782883749182,1.14973033687947,,,,,,1126849.0
2004-10-26,1861.0,1542407,638.8,944432,368.75,950232,1137.2,866595,0.02235895182112846,0.007094434810026806,0.004768392370572139,0.017765248131740297,0.012996756783366925,1.212338360313997,1.130319384234274,1.1584982720703731,1.1510703982995096,1.1646731024343508,,,,,,1075916.5
2004-10-27,1867.8,1152839,641.7,692967,369.45,348587,1139.9,979707,0.0036539494895218017,0.004539762053851204,0.001898305084745644,0.002374252550123135,0.003116567294560446,1.216768183446794,1.1354507652835533,1.1606974552309133,1.1538033301280435,1.168302884534252,,,,,,793525.0
2004-10-28,1948.8,2847232,658.8,1116570,370.15,1322815,1165.95,2323927,0.04336652746546732,0.0266479663394108,0.001894708350250296,0.022852881831739502,0.02369052099671698,1.2695351942933462,1.1657082190568877,1.1628966383914536,1.1801710612885272,1.1959805885508359,,,,,,1902636.0
2004-10-29,1906.35,1635222,657.5,620098,364.15,819137,1156.25,1082722,-0.021782635467980316,-0.001973284760169891,-0.016209644738619522,-0.008319396200523244,-0.012071240291823243,1.2418813719422825,1.163407944793418,1.1440464970153932,1.170352750645276,1.1815436194820825,,,,,,1039294.75
2004-11-01,1946.05,1267061,654.8,414327,360.85,822778,1170.65,767196,0.020825137041991182,-0.004106463878327027,-0.009062199643004143,0.012454054054054087,0.005027631893678525,1.2677437217028766,1.1586304520923651,1.1336789192585601,1.1849283870641232,1.187483985867163,,,,,,817840.5
2004-11-02,1910.6,1293301,660.4,950034,360.05,909267,1159.7,1108005,-0.018216387040415172,0.008552229688454593,-0.002216987668006154,-0.009353777815743425,-0.005308730708927539,1.2446500114002808,1.168539325842697,1.1311655670750853,1.1738448302039581,1.1811799531650304,,,,,,1065151.75
2004-11-03,1960.95,1677068,675.6,1068972,368.0,654627,1175.2,1122267,0.026352978122055948,0.023016353725015204,0.022080266629634693,0.013365525566956915,0.02120378101091569,1.277450245920329,1.1954348403078834,1.1561420043983652,1.1895338832936893,1.2062254342264256,,,,,,1130733.5
2004-11-04,1987.7,1576151,671.8,1067148,367.3,403575,1170.4,819476,0.01364134730615274,-0.005624629958555505,-0.0019021739130434812,-0.004084411164057111,0.0005075330676241607,1.2948763883912584,1.1887109616915867,1.1539428212378249,1.1846753378207402,1.2068376335213047,,,,,,966587.5
2004-11-05,1976.6,1094180,688.1,1195523,364.65,568499,1165.45,627981,-0.005584343713840201,0.02426317356356078,-0.007214810781377756,-0.004229323308270749,0.0018086739400180185,1.2876453535715455,1.217552862072017,1.1456173421300648,1.1796649628017615,1.2090204092988877,,,,,,871545.75
2004-11-08,2017.8,2489963,687.35,1100978,358.7,1142526,1184.15,1286466,0.02084387331781845,-0.0010899578549629085,-0.01631701631701632,0.016045304388862647,0.004870550883675467,1.3144848701996683,1.2162257807661692,1.1269242852654717,1.198593046206792,1.21490900472178,,,,,,1504983.25
2004-11-09,2036.75,1497951,689.4,959828,361.35,555050,1188.4,917339,0.009391416394092689,0.0029824689023059126,0.007387789238918474,0.003589072330363541,0.005837686716420154,1.3268297449594482,1.219853136335487,1.1352497643732318,1.202894883344299,1.2220012628803039,,,,,,982542.0
2004-11-10,2041.05,1765029,699.1,1013975,361.8,248777,1194.35,716799,0.002111206579108904,0.014070205976211225,0.001245330012453305,0.005006731740154757,0.005608368576982048,1.329630956646364,1.2370167212244545,1.1366635249764363,1.2089174553368085,1.2288546963640743,,,,,,936145.0
2004-11-11,2017.1,1320631,694.65,522904,360.4,308681,1196.25,654391,-0.011734156439087706,-0.006365326848805641,-0.003869541182974112,0.0015908234604598004,-0.005094550252601915,1.3140288589948217,1.229142705476423,1.1322651586553554,1.2108406295865177,1.2225942343603018,,,,,,701651.75
2004-11-12,2027.2,285775,691.85,117311,360.45,72388,1196.75,226676,0.005007188538000085,-0.004030806881163085,0.00013873473917880297,0.0004179728317659226,0.00038327230694543135,1.3206084492361818,1.2241882686012573,1.1324222431668227,1.2113467280732833,1.2230628208729633,,,,,,175537.5
2004-11-16,2049.05,1191764,706.85,999101,360.95,201331,1190.9,500688,0.010778413575375012,0.021681000216809965,0.0013871549452073584,-0.004888238980572335,0.007239582439205,1.334842513273184,1.2507298947182173,1.1339930882814944,1.2054253757781266,1.2319172849929998,,,,,,723221.0
2004-11-17,2076.9,911205,717.75,685056,356.35,1561618,1205.4,683492,0.013591664429857708,0.015420527693287056,-0.012744147388834892,0.01217566546309512,0.007110927549351248,1.352985244780301,1.2700168096965416,1.1195413132265148,1.2201022318943269,1.2406773595533784,,,,,,960342.75
2004-11-18,2062.8,665970,720.7,388257,366.5,697908,1231.0,934016,-0.006788964321825741,0.004110066179031868,0.028483232776764345,0.021237763398042064,0.011760524508003134,1.343799876225531,1.2752366628328773,1.15142946905435,1.2460144744167216,1.2552683760469303,,,,,,671537.75
2004-11-19,2057.85,558220,713.0,350580,363.1,700179,1217.1,851595,-0.0023996509598605,-0.010684057166643557,-0.009276944065484294,-0.011291632818846487,-0.00841307125270871,1.340575225562686,1.2616119614261712,1.1407477222745825,1.23194493648464,1.2447077137579754,0.24726665860322056,0.24776020026514142,0.25172798341252955,0.18201752769867185,0.18351242002136126,615143.5
2004-11-22,2028.0,616402,709.7,365510,361.55,360619,1222.45,592284,-0.014505430424957999,-0.004628330995792407,-0.004268796474800385,0.004395694684085294,-0.004751715802866374,1.321129604898864,1.2557728036804399,1.1358781024191003,1.2373601902930313,1.2387932164445619,0.2504428420691862,0.24707660554275498,0.2479546307102454,0.18011614540574425,0.1839219712174328,483703.75
2004-11-23,2031.05,689657,714.9,309291,366.95,595267,1235.55,539099,0.001503944773175503,0.007327039594194673,0.014935693541695327,0.010716184711031085,0.008620715655024147,1.323116510862839,1.2649739007343193,1.1528432296575544,1.250619970646288,1.2494725005189034,0.2499469807224185,0.24553061338990112,0.24526875568917483,0.1755115143637411,0.1825296369437692,533328.5
2004-11-24,2023.9,541767,715.55,359678,367.95,758140,1233.9,402913,-0.003520346618743897,0.0009092180724576959,0.0027251669164736203,-0.0013354376593418538,-0.00030534982228860863,1.318458682127619,1.266124037866054,1.1559849198868977,1.248949845639962,1.2490909743129155,0.2503815942269657,0.24316135879033413,0.24477952578837686,0.17040500927632682,0.1818858246894009,515624.5
2004-11-25,2029.6,613148,736.55,664097,367.85,1168787,1216.85,788859,0.002816344681061178,0.029348053944518115,-0.0002717760565292826,-0.013817975524759052,0.00451866176107274,1.322171916224228,1.3032823144297982,1.1556707508639634,1.2316918872412572,1.2547351939346443,0.25013766983189883,0.24840172218650808,0.2448426462966537,0.17412769686673257,0.18172202058084455,808722.75
